Date,ICBC,China Construction Bank,Bank of China,Bank of Communications,China Merchants Bank,CITIC Bank,Minsheng Bank,Ping An,China Life,China Pacific Insurance,New China Life,CITIC Securities,Huatai Securities,Sinopec,PetroChina,CNOOC,China Shenhua,China Coal Energy,Yanzhou Coal,Huaneng Power,Zijin Mining,Chalco,Jiangxi Copper,Anhui Conch Cement,Angang Steel,Maanshan Iron,Shanghai Petrochemical,CRRC,China Railway Group,China Comm. Construction,Weichai Power,Guangshen Railway,BYD,Great Wall Motor,Guangzhou Automobile,Air China,China Southern Airlines,China Eastern Airlines,ZTE,Tsingtao Brewery,Chenming Paper,Shandong Xinhua Pharma,Guangdong Kelon,Anhui Expressway,China Shipping Dev,Huadian Power,Guangzhou Pharmaceutical,Jiangsu Expressway,Shenzhen Expressway,Guangzhou Shipyard,Nanjing Panda,Beiren Printing,Yizheng Chemical,Tianjin Capital Env.,Dongfang Electric,Luoyang Glass,Chongqing Iron & Steel,China Railway Const.,Beijing North Star,China Oilfield Services,COSCO Shipping,China Shipping Container,Datang Power
2014-01-02,-0.11674624884305984,-0.09400742306152066,-0.05676926542838656,-0.09411743039576759,-0.1533869531775568,0.1932872135379815,0.15854122926852243,-0.22874298583706643,-0.19527219902976622,-0.22338326084806792,0.1243115749557071,-0.2741044961024155,,-0.0874154250739777,0.16313682070436797,,-0.16099048120450687,0.4486768371517875,0.6763471713695872,-0.07971034826419154,0.779313359313468,0.6144841692567948,0.3115507243235782,-0.2581465236361644,-0.2769305219743967,0.007166505555856739,0.7786190649349582,0.00229560208393087,-0.1457742136935607,-0.1668154677238779,-0.23187649466595006,-0.04814249560810091,0.30075220457349094,0.2877121095790578,0.21445418688875217,-0.10285621705174064,0.1408540406327592,0.19595949656953904,0.09557861164176984,-0.06498037188748262,0.7621539841421381,1.8420259262839918,0.2566665351433133,0.16603509958041762,0.05953010966192762,0.27444211710667643,0.29943333990491516,-0.252176675646656,0.22495252853705483,0.3347196427535706,2.01425060941027,2.449953181272887,1.2790084643460742,1.3909305280719506,0.19542161875102848,3.6205072479983853,1.5869085359004411,-0.2191539608503139,1.0096896224999843,0.14402153113791605,0.1350393635235978,0.5659395404582437,0.519173453975351
2014-01-03,-0.09696305726009724,-0.08028738520633982,-0.050336185069882355,-0.07517517087071257,-0.14295417796782173,0.1983817924732576,0.17118273522408956,-0.23273849517786105,-0.18867536010732755,-0.21527630794356578,0.12410741242892764,-0.2600386550156665,,-0.07535167689328492,0.19587433939078847,,-0.1366364866447799,0.4548751368599917,0.7537542039758931,-0.09590106337171789,0.7163482487888606,0.6495557043575575,0.34733118139111707,-0.27112178959807853,-0.2734304127903342,0.03669734784479739,0.7094286496834696,0.0007873162136462497,-0.13993644726767662,-0.15987126316702005,-0.21966481318199904,-0.07223098863291855,0.31643234997326264,0.25619563195606787,0.19938922979371743,-0.08789438135598271,0.1629299175605634,0.20750220024364707,0.1301170004990131,-0.06385908155917841,0.7547963057825431,1.901129987788707,0.2515560145450888,0.1382806791388993,0.07307730128218859,0.2419918920824553,0.27348099742659904,-0.2465051647583495,0.23218880252768437,0.3394031199899876,1.9692104345298138,2.479041904882078,1.1750838420831728,1.4106760406297463,0.17803443296709065,3.66020134961237,1.6317758210564177,-0.2106726743089702,1.011614341170683,0.13016601976217967,0.14842153595850482,0.5659066888242787,0.4767889050976215
2014-01-06,-0.08140566633471735,-0.06324627231016566,-0.05331938873388231,-0.06363482156558664,-0.13164103922196013,0.19702797639672642,0.14965520626814888,-0.22531864772849175,-0.16618420066739803,-0.21397572771364093,0.11044744082647528,-0.22084444811497794,,-0.04328932013706255,0.22510606331897254,,-0.14781582467279064,0.42569829826194905,0.6589416283637919,-0.13530645080700698,0.6840572073824096,0.6141783305391122,0.31666971366665786,-0.2569273222457473,-0.2733441030178497,0.05771304474703176,0.666735528350332,-0.020856013250136196,-0.1409478148722909,-0.1631595288593387,-0.22291278629426725,-0.05331938873388231,0.29537551087477154,0.23463746282155795,0.18278205484655397,-0.08015797524320722,0.14765337149444036,0.18752870371250974,0.11850052447875803,-0.07576159209175337,0.7398670895925663,1.874916015543958,0.2177744706939848,0.13335194827080388,0.02350630281592858,0.18883169515858267,0.27630095619758066,-0.25224209574133916,0.2345154933454976,0.33948659622905475,1.965320817723812,2.353104978029261,1.0720671247514617,1.3554982071618058,0.1971970181951388,3.586573265415818,1.5997978124117496,-0.2175890230630283,0.9973130648570978,0.13477652025064524,0.12798520297463178,0.5049526340399075,0.43658279796668387
2014-01-07,-0.07971960816282975,-0.07452090333857131,-0.05723508320738502,-0.05697984069413953,-0.11537700906051418,0.1965913151464198,0.14954025598317644,-0.22054844810297924,-0.15748407139900922,-0.21308833769415614,0.1121134466586593,-0.19233285394205712,,-0.05425212588961359,0.22769198836276572,,-0.1375446518354171,0.38783394188190257,0.5951259245344698,-0.15290340617963571,0.6837466681475552,0.6214176990970872,0.31827332957515386,-0.2600086278041708,-0.24229640209113168,0.05223041806321782,0.7791335590645023,-0.05083362719020701,-0.14107862781425495,-0.15395278912968957,-0.2226300437082257,-0.05700867464382475,0.3202630036864209,0.20161664126991852,0.20291074498348238,-0.07579927693986865,0.13868265551764702,0.19187629573845277,0.1361913137222801,-0.056411155791664336,0.713505350373965,1.8185745771526882,0.15899153053565884,0.13278401685824526,0.04795301301396271,0.1883083103652743,0.2970933402804481,-0.23958055766618747,0.25310319513636603,0.3954487042110837,1.964530159706877,2.323508292518801,1.1253130266675,1.411063641992563,0.24284201621115842,3.4767548912275172,1.5555410433903463,-0.22240888750200216,1.008831468107188,0.19523246920097503,0.15159627804942533,0.5266882184250619,0.4786389931834494
2014-01-08,-0.09085539574992985,-0.09426891910178292,-0.07159059315181471,-0.06385923921221803,-0.10709508558552028,0.18818901520714504,0.14592484407255135,-0.23423586461646617,-0.17122684916282727,-0.2180883466052418,0.09521855319008177,-0.2207380816133907,,-0.044990307991576106,0.2091155482306113,,-0.15630989597028166,0.3627641297735946,0.6068995320327586,-0.1514649633087063,0.6911976922375058,0.5774292656401512,0.3022354626563659,-0.27770360219140655,-0.26138329238856983,0.050134948610273344,0.6894418003906355,-0.0883563847748523,-0.16487043347459263,-0.15953666302627068,-0.22946740833158086,-0.0420538025863193,0.3285216209012731,0.217532434721333,0.1859585348194377,-0.07627022621040513,0.1389403847266475,0.1918198071828383,0.1278973013757556,-0.06871288255664565,0.6843503449011912,1.8114721666874916,0.1761749923035174,0.11195676287031642,0.003879054486253697,0.18065386194728283,0.32515146037091935,-0.25727873329730444,0.21301713928766897,0.3836236406072846,1.9064341224238568,2.293745604610655,1.1418377825505792,1.3987710628289247,0.19480120513082277,3.482665355434099,1.5454249230289268,-0.23678984996579755,0.9478972760571538,0.17300584410551845,0.12125823707034944,0.5018252490532649,0.4353488093605238
2014-01-09,-0.08278262014861437,-0.08480873458520621,-0.061707120961190465,-0.05538139314876678,-0.09044002908523874,0.20579167347468563,0.15554234944923961,-0.23653446662866573,-0.1707405088847107,-0.22162690578543465,0.09992558294521436,-0.22452072783366672,,-0.0160674266344345,0.21780099642502737,,-0.16320710324239185,0.3668942673909281,0.6097073645857889,-0.1647908075747675,0.6885251762821867,0.5442360974448623,0.2798094417858874,-0.26867220091432364,-0.23498362670852024,0.08197455539447462,0.8681277906066058,-0.059248709845908576,-0.13957510443561416,-0.15599915072991766,-0.23509725407688242,-0.002515523635214345,0.30939218457682904,0.2884776591971123,0.18070785060725858,-0.08140404826371783,0.14589905700076833,0.1912404420947762,0.13327022790967336,-0.060771532126536854,0.6800433162158168,1.791653552558027,0.17643712068915818,0.12942867718144124,-0.005449455890194077,0.13210570464977267,0.31063336870442493,-0.22844633074298215,0.22388304276988835,0.3323483880264011,1.8073933566246918,2.296478873725222,1.4015456965738053,1.4447736652725953,0.19922253745943674,3.550890815803716,1.556198575087246,-0.21238800290199877,0.9559385882584057,0.24634663451486705,0.1263360502531914,0.48310567597935106,0.3953574922066627
2014-01-10,-0.08528787959661799,-0.08479769312710195,-0.07692251257882543,-0.05904520461442375,-0.07524459757901314,0.20169329519882884,0.16375744950503646,-0.24415118920272316,-0.16815506123012536,-0.22448507936319728,0.12460357544826484,-0.23664674772831995,,-0.024199440453453347,0.20731310667219338,,-0.1627979110247344,0.3430308118976768,0.5910036922052619,-0.1786856504524409,0.6697478194902411,0.5798136256776556,0.29222786606349227,-0.2688301070322743,-0.23922619971867254,0.07339224184457138,0.8376714233485469,-0.03210880008541617,-0.15669760212993955,-0.14040970148225307,-0.22498783070749373,-0.04181499512717979,0.2675998577238752,0.31069746857203673,0.18387843139222926,-0.0879875765526551,0.1289251891166059,0.1452410297792215,0.09823366824629143,-0.06139480485438431,0.6694446996764221,1.559811262514923,0.18442753128044131,0.12824522438970565,0.026135898607215102,0.12576837251168227,0.3098555755548251,-0.232650807297195,0.20765997778341538,0.30306862600200457,1.8074212611910236,2.2428964720813918,1.2591542227157388,1.3075634641276563,0.20747154466134088,3.5880119404732254,1.554186221845352,-0.22285296723557702,0.9087350767200069,0.25295995694874573,0.1339542331002621,0.46972602789377205,0.4165137095969995
2014-01-13,-0.0822419162510436,-0.07776765958923582,-0.05990394315367786,-0.057263827836028236,-0.06668671296078488,0.21542307519663417,0.15942221113943544,-0.24775020960155303,-0.17530869212948175,-0.2231661578049886,0.12399886292801465,-0.24045564325537805,,-0.020577523183661794,0.2065951495436933,,-0.15833640747785083,0.3656080225016831,0.612411326678391,-0.17380840157967936,0.690944019283797,0.6215054833981046,0.29367016430879,-0.27681109980572816,-0.24602565491386363,0.06830169425309118,0.7707151528181948,-0.041769982547794515,-0.17452221216253183,-0.14815053637404818,-0.2255136827482921,-0.03944177213248279,0.3039764375947178,0.27349701535560245,0.1556215597231989,-0.0951360034491342,0.12180124215440458,0.15866815724383687,0.04783683660359639,-0.05707223597951527,0.6544775912134506,1.534123967917992,0.11522672154695268,0.17422479743611508,0.021755781755979697,0.11219830013478083,0.30153317680014813,-0.23340484746294576,0.22255752729090372,0.3246754657881932,1.8627589817403933,2.0858437979883595,1.2626707658951113,1.2768327108622737,0.22156591902386435,3.442212407199257,1.5223596370945427,-0.23590829491711118,0.913431997240572,0.21325382620321998,0.14446827820796582,0.492687269964986,0.4201423531761792
2014-01-14,-0.08237201688053841,-0.07372938814507157,-0.05676806542295343,-0.06328652051926065,-0.07026205323316792,0.21979589711412872,0.1673506552607107,-0.24083939152985134,-0.18479935581850515,-0.21381341600712456,0.14338532213708,-0.22618066992181374,,0.0032432754166296096,0.2272215260103536,,-0.16247291366837657,0.3672345875762153,0.5780312480839633,-0.15187172855436304,0.6760217052505413,0.5792315745508545,0.2777392738940463,-0.275485825354739,-0.22678990783505593,0.08227415022725015,0.7933029689895421,-0.016186466528463006,-0.1431995978451952,-0.13349720272491294,-0.20783284851983808,-0.028357423770926315,0.32978195629645124,0.44375215121727285,0.19328534262160835,-0.08024768063886145,0.15578788171641644,0.17384739944217587,0.05214179890646964,-0.03451091014563745,0.6766925340416361,1.5758008924891689,0.2338857367326681,0.20081866982511842,0.07352051053240216,0.1358500470473678,0.3099159126959061,-0.22887967551148258,0.27351688801651375,0.3853680044798369,1.9587101581631212,2.1326762377108905,1.2820548341348297,1.3891547508971271,0.2429534310720749,3.562960037972677,1.5371631225411866,-0.21876295126918133,0.9547361382504069,0.2555192123254728,0.1638835306126969,0.5313027553935854,0.4704205911961101
2014-01-15,-0.0995096637228794,-0.07867966884417599,-0.05642264219668913,-0.07569338697069472,-0.08376458624121996,0.19079977874673903,0.15837683003224812,-0.25612731996218374,-0.19412434099731346,-0.23218726447075122,0.14293547195563017,-0.23391908866760003,,0.008157041651195573,0.21665257502850088,,-0.15852246937632775,0.33031241939933054,0.5415868532148405,-0.18340195861126818,0.6888697914110911,0.5314612403498771,0.2539492293414036,-0.28820972099788766,-0.24790769083221353,0.06584143301650669,0.8143582860117013,-0.04317205513054179,-0.1592340934029972,-0.14437136638438763,-0.2264070715507135,0.026893871780903966,0.33531762512319174,0.3880039395711563,0.18590701582847147,-0.08860738392131762,0.1403726522405071,0.1525123895116558,0.03321828817017569,-0.059953179874074,0.6677902922105639,1.6723997081603033,0.25035051560621846,0.1980117832542685,0.07913760402239745,0.14592425181084212,0.31153382783870476,-0.20503162959962173,0.26636682045581606,0.36291113700798405,2.0218471346301294,2.0898261502173994,1.301105608927605,1.4288580754814246,0.2545302749454412,3.608636689725114,1.5059692978264545,-0.21462673500931517,0.9477533642110063,0.30640771518996246,0.17121974443725452,0.48551648783665535,0.5155336593499129
2014-01-16,-0.10807325979087168,-0.08806215326061051,-0.060977707103221035,-0.0747068051417723,-0.0793243450068436,0.189549648784612,0.1510366729673449,-0.23037077160079578,-0.19222759026201386,-0.2193169615614713,0.1460033156157512,-0.21690674455078585,,-0.0025594436460031345,0.20319900156083803,,-0.14163843490578099,0.3704256659510621,0.5891528260381187,-0.16275856672576994,0.6950408041523637,0.520243346351966,0.2613111031006248,-0.2938067493207278,-0.24540231401567647,0.06936455175980805,0.7640810209329107,-0.028890744524979972,-0.15068923247212573,-0.13454936595890055,-0.20654211761366048,0.021920250286436627,0.3210862664245966,0.3394759992780527,0.19615694488097746,-0.06756169052329064,0.1596924689788335,0.17714470521964443,0.03947643784296706,-0.021940915254725857,0.7154617336656954,1.6813562936491926,0.2579213471861974,0.1646460422806728,0.08121174526670782,0.15692217791677598,0.3262310949542544,-0.20880382687876786,0.3190937571554615,0.4022089344487152,1.9996189851477904,2.1040567910675816,1.290975088872898,1.399194852885492,0.25559018702921654,3.769884053744039,1.462116358020232,-0.21413780007217953,0.9382753061852087,0.28516910613832747,0.17403972254039268,0.4832292701753138,0.5518714639531825
